idregion,iddistrict,idchiefdom,idsection,sch_type,idschool_name
NORTH WESTERN,KAMBIA,KHONIMAKA,KABAYA,C. Junior Secondary,ALSARAL ISLAMIC JUNIOR SECONDARY SCHOOL  
NORTH WESTERN,KAMBIA,KHONIMAKA,KABAYA,B. Primary,ANSARUL ISLAMIC PRIMARY SCHOOL  
NORTH WESTERN,KAMBIA,KHONIMAKA,KABAYA,B. Primary,COMMUNITY PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,KHONIMAKA,KABAYA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,KHONIMAKA,KONTHA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,KHONIMAKA,KUFURU BUGGAMIE,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,KHONIMAKA,SEDUYA,B. Primary,WESLEYAN CHURCH OF SIERRA LEONE  PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,BOMBEH,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,BOMBEH,B. Primary,COMMUNITY PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,BOMBEH,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,BOMBEH,B. Primary,COMMUNITY PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,BOMBEH,B. Primary,COMMUNITY PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,BOMBEH,C. Junior Secondary,MPVEMENT OF FAITH JUNIOR SEC SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,BOMBEH,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,B. Primary,HARDING ISLAMIC COMPREHENSIVE PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,B. Primary,ANSURUL ISLAMIC PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,C. Junior Secondary,KUBRA AGRICULTURAL JUNIOR SECONDARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,A. Pre- Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRE-PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,C. Junior Secondary,SUCCESS JUNIOR SECONDARY SCHOOL BAMOI LUMA  
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,D. Senior Secondary,UMAR BIN ALKHATAB SENIOR SECONDARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,A. Pre- Primary,UMAR BIN AL-KHATAB ISLAMIC PRE SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,C. Junior Secondary,UMAR BIN ALKHATAB ISLAMIC JUNIOR SECONDARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,C. Junior Secondary,UNIVERSAL ISLAMIC JUNIOR SECONDARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,B. Primary,MERCY ACADEMY PRIMARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,B. Primary,KUBRA AGRICULTURAL COMMUNITY PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,B. Primary,UNIVERSAL ISLAMIC PRIMARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,B. Primary,UMAR BIN ALKHATAB ISLAMIC PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,C. Junior Secondary,INTERNATIONAL ISLAMIC JUNIOR SECONDARY SCHOOL GBOMTRAIT  
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,B. Primary,ANSURUL ISLAMIC PRIMARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,A. Pre- Primary,DISTRICT EDUCATION COMMITTEE PRE-PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,A. Pre- Primary,COMMUNITY ORPHAN NEEDY PRE-PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,A. Pre- Primary,DISTRICT EDUCATION COMMITTEE PRE-PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL JUNIOR
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,A. Pre- Primary,MERCY ACADEMY PRE PRIMARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,D. Senior Secondary,MOVEMENT OF FAITH  ISLAMIC SENIOR SECONDARY SCHOOL/ BARMOI LUMA MASORIE  
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,C. Junior Secondary,MOVEMENT OF FAITH ISLAMIC JUNIOR SECONDARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,B. Primary,COMMUNITY PRIMARY SCHOOL ORPHAN NEEDY
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,B. Primary,SAINT MONICA'S ROMAN CATHOLIC PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,C. Junior Secondary,MODERN ISLAMIC JUNIOR SECONDRY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,B. Primary,SAINT MICHAEL'S ROMAN CATHOLIC PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,B. Primary,UMULQURAH ISLAMIC PRIMARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,C. Junior Secondary,EVANGELICAL JUNIOR SECONDARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KAAMBA,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBI,B. Primary,SIMON_JEN PRIMARY SCHOOL MASAMA VILLAGE KAMBIA
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,C. Junior Secondary,FOUNDATION JUNIOR SECONDARY SCHOOL DIBIA  
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,B. Primary,MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,B. Primary,MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,A. Pre- Primary,AMANS PREPARATORY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,A. Pre- Primary,DISTRICT EDUCATION COMMITTEE CHURCH OF THE LORD PRE-PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,A. Pre- Primary,DISTRICT EDUCATION COMMITTEE PRE-PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,C. Junior Secondary,KAMBIA ISLAMIC SECONDARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,D. Senior Secondary,KAMBIA ISLAMIC SENIOR SECONDARY  
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,A. Pre- Primary,MARIAMA CHARM INTERNATIONAL ACADEMY NURSERY  
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,A. Pre- Primary,ROMAN CATHOLIC POLICE BARRACKS PRE-PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL JUNIOR
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,B. Primary,MARIA A CHARM INTERNATIONAL  ACCADEMY PRIMARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,B. Primary,AMANS PRIMARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,B. Primary,DISTRICT EDUCATION COMMITTEE CHURCH OF THE LORD PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,B. Primary,DISTRICT EDUCATION COMMITTEE SERVICES PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL SENIOR
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,B. Primary,OMAR MOKHTAR ISLAMIC PRIMARY SCHOOL KAMBIA TOWN
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,A. Pre- Primary,AWAY FROM HOME PRE SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,A. Pre- Primary,IBRAHIM SULTAN MEMORIAL PRE PRIMARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL JUNIOR
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,A. Pre- Primary,DISTRICT EDUCATION COMMITTEE PRE-PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,A. Pre- Primary,KINDOYA PRE PRIMARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,D. Senior Secondary,"KOLENTEN SENIOR SECONDARY SCHOOL, KAMBIA  "
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,C. Junior Secondary,LINDA KOROMA GIRLS ACADEMY SECONDARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,D. Senior Secondary,LINDA KOROMA SENIOR SECONDARY SCHOOL FOR GIRLS  
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,D. Senior Secondary,LINDA KOROMA SENIOR SECONDARY SCHOOL FOR GIRLS  
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,C. Junior Secondary,OMAR MOKTAR ISLAMIC  JUNIOR SECONDARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,C. Junior Secondary,PAUL JENKEN JUNIOR SECONDARY SCHOOL KAMBIA 2  
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,A. Pre- Primary,SAINT AUGUSTINE PRE SCHOOL KAMBIA TOWN  
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,D. Senior Secondary,SIERRA LEONE ISLAMIC FEDRATION SECONDARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,C. Junior Secondary,SIERRA LEONE ISLAMIC FEDERATION JUNIOR SECONDARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,A. Pre- Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRE-PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,C. Junior Secondary,SUNDAY FOUNDATION SECONDARY SCHOOL FOR GIRLS  
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,D. Senior Secondary,SUNDAY FOUNDATION SENIOR SECONDARY SCHOOL FOR GIRLS  
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,B. Primary,MISSIONARY CHURCH OF AFRICA PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,B. Primary,SAINT AUGUSTINE ROMAN CATHOLIC PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL SENIOR
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,B. Primary,KINDOYA PREPARATORY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,C. Junior Secondary,KOYA COMMUNITY JUNIOR SECONDARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,D. Senior Secondary,HOLY CROSS SENIOR SECONDARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA 2,C. Junior Secondary,KOLENTEN JUNIOR SECONDARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KAMBIA 2,A. Pre- Primary,SIMON_JEN PRE _SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KARGBULOR,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KARGBULOR,C. Junior Secondary,GBONKOMARIA COMMUNITY JUNIOR SECONDARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KARGBULOR,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KARGBULOR,B. Primary,SAINT LUKE ROMAN CATHOLIC PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KARGBULOR,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KARGBULOR,B. Primary,KING FAHAD PRIMARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KARGBULOR,B. Primary,COMMUNITY PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KARGBULOR,B. Primary,COMMUNITY PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KARGBULOR,B. Primary,COMMUNITY PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KARGBULOR,B. Primary,COMMUNITY PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KARGBULOR,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KARGBULOR,B. Primary,ANSARUL ISLAMIC PRIMARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,KARGBULOR,B. Primary,COMMUNITY PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KARGBULOR,A. Pre- Primary,DISTRICT EDUCATION COMMITTEE PRE-PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KARGBULOR,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,KARGBULOR,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,MAGBAMA,C. Junior Secondary,MAGBEMA JUNIOR SECONDARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,MAGBAMA,A. Pre- Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRE-PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,MAGBAMA,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL SENIOR
NORTH WESTERN,KAMBIA,MAGBEMA,MAGBAMA,B. Primary,KHULAFAI RASHIDEEN PRIMARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,MAGBAMA,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL SENIOR
NORTH WESTERN,KAMBIA,MAGBEMA,MAGBEMA,A. Pre- Primary,SAINT FAUSTINA PRE SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,MAGBEMA,A. Pre- Primary,KHULAFAI RASHIDEEN PREPRIMARY SCHOOL ROKUPR
NORTH WESTERN,KAMBIA,MAGBEMA,ROBAT,A. Pre- Primary,BADRU DEEN  ISLAMIC PRE  SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,ROBAT,C. Junior Secondary,CHILDREN WELFARE JUNIOR SECONDARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,ROBAT,C. Junior Secondary,INTERNATIONAL ISLAMIC JUNIOR SECONDARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,ROBAT,D. Senior Secondary,INTERNATIONAL ISLAMIC SENIOR SECONDARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,ROBAT,B. Primary,BADRU DEEN ISLAMIC PRIMARY  
NORTH WESTERN,KAMBIA,MAGBEMA,ROBAT,B. Primary,INTERNATIONAL ISLAMIC PRIMARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,ROBAT,B. Primary,CHILDREN WELFARE PRIMARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,ROBAT,B. Primary,COMMUNITY PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,ROBAT,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,ROBAT,B. Primary,MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,ROBAT,B. Primary,ANSURUL ISLAMIC PRIMARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,ROBAT,B. Primary,KUBRA AGRICULTURAL PRIMARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,ROBAT,A. Pre- Primary,AHMADIYYA MUSLIM PRE-PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,ROBAT,C. Junior Secondary,IMMAM BASHIR MEMORIAL ISLAMIC JUNIOR SECONDARY SCHOOL ROBOT  
NORTH WESTERN,KAMBIA,MAGBEMA,ROBAT,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,ROBAT,C. Junior Secondary,KUBRA AGRICULTURAL JUNIOR SECONDARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,ROBAT,B. Primary,UNITED BRETHEN IN CHRIST PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,ROBAT,B. Primary,KUBRA AGRICULTURE PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,ROBOMBEH,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,ROKUPR,B. Primary,CHILDREN WELFARE FONKOYA  
NORTH WESTERN,KAMBIA,MAGBEMA,ROKUPR,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,ROKUPR,C. Junior Secondary,AHMADIYYA MUSLIM JUNIOR SECONDARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,ROKUPR,D. Senior Secondary,AHMADIYYA MUSLIM SENIOR SECONDARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,ROKUPR,A. Pre- Primary,AHMADIYYA MUSLIM PRE-PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,ROKUPR,C. Junior Secondary,HOLY CROSS CATHOLIC JUNIOR SECONDARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,ROKUPR,A. Pre- Primary,HOLY CROSS PRE PRIMARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,ROKUPR,A. Pre- Primary,DISTRICT EDUCATION COMMITTEE RRS/MODEL PRE-PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,ROKUPR,A. Pre- Primary,KUBRA AGRICULTURAL PRESCHOOL ROKUPR
NORTH WESTERN,KAMBIA,MAGBEMA,ROKUPR,D. Senior Secondary,KUBRA AGRICULTURAL SENIOR SECONDARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,ROKUPR,B. Primary,SIERRA LEONE APPEARANCE PRIMARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,ROKUPR,B. Primary,COMMUNITY PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,ROKUPR,B. Primary,ISLAMIC DA-AWAH  
NORTH WESTERN,KAMBIA,MAGBEMA,ROKUPR,B. Primary,DISTRICT EDUCATION COMMITTEE RSS/MODEL PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,ROKUPR,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,ROKUPR,B. Primary,HOLY CROSS PRIMARY SCHOOL  
NORTH WESTERN,KAMBIA,MAGBEMA,THOMINAYA,B. Primary,MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,THORMINA,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAGBEMA,THORMINAYAH,B. Primary,ANSARUL ISLAMIC PRIMARY SCHOOL  
NORTH WESTERN,KAMBIA,MAMBOLO,KALAINKAY,B. Primary,CHURCH OF GOD PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAMBOLO,KALAINKAY,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAMBOLO,KALAINKAY,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAMBOLO,KAPESSEH,A. Pre- Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRE-PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAMBOLO,KAPESSEH,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAMBOLO,MAMBOLO,B. Primary,CHURCH OF GOD PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAMBOLO,MAMBOLO,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAMBOLO,MAMBOLO,C. Junior Secondary,AHMADIYYA MUSLIM JUNIOR SECONDARY SCHOOL
NORTH WESTERN,KAMBIA,MAMBOLO,MAMBOLO,A. Pre- Primary,AHMADIYYA MUSLIM PRE-PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAMBOLO,MAMBOLO,A. Pre- Primary,DISTRICT EDUCATION COMMITTEE PRE-PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAMBOLO,MAMBOLO,D. Senior Secondary,"SCARCES  BAPTIST  SENIOR  SECONDARY  SCHOOL,  MAMBOLO  "
NORTH WESTERN,KAMBIA,MAMBOLO,MAMBOLO,C. Junior Secondary,SCARCIES BAPTIST SECONDARY SCHOOL  
NORTH WESTERN,KAMBIA,MAMBOLO,MAMBOLO,C. Junior Secondary,WALLAH ISLAMIC AGRIC JR SECOUNDARY SCHOOL  
NORTH WESTERN,KAMBIA,MAMBOLO,MAMBOLO,D. Senior Secondary,WALLAH ISLAMIC SENIOR SECONDARY SCHOOL  
NORTH WESTERN,KAMBIA,MAMBOLO,MAMBOLO,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAMBOLO,MAMBOLO,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAMBOLO,MATAITE,A. Pre- Primary,CHURCH OF GOD PRE-PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAMBOLO,MATATIE,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAMBOLO,MATATIE,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAMBOLO,MATATIE,B. Primary,CHILDREN WELFARE PRIMARY  
NORTH WESTERN,KAMBIA,MAMBOLO,MATATIE,C. Junior Secondary,CHILDREN WELFARE ISLAMIC SECONDARY SCHOOL  
NORTH WESTERN,KAMBIA,MAMBOLO,MATATIE,D. Senior Secondary,CHILDREN WELFARE SENIOR SECONDARY SCHOOL  
NORTH WESTERN,KAMBIA,MAMBOLO,MATATIE,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAMBOLO,MATATIE,B. Primary,CHILDREN WELFARE PRIMARY ROKEL  
NORTH WESTERN,KAMBIA,MAMBOLO,MATEITE,B. Primary,CHURCH OF GOD PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAMBOLO,MAYAKIE,C. Junior Secondary,COMMUNITY JUNIOR SECONDARY SCHOOL
NORTH WESTERN,KAMBIA,MAMBOLO,MAYAKIE,B. Primary,COMMUNITY PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAMBOLO,MAYAKIE,C. Junior Secondary,EVANGELICAL MODEL HIGH SCHOOL  
NORTH WESTERN,KAMBIA,MAMBOLO,MAYAKIE,B. Primary,SAINT JOHN PRIMARY SCHOOL MAYAKIE  
NORTH WESTERN,KAMBIA,MAMBOLO,MAYAKIE,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAMBOLO,MAYAKIE,B. Primary,COMMUNITY PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAMBOLO,MAYAKIE,B. Primary,EVANGELICAL PRIMARY SCHOOL  
NORTH WESTERN,KAMBIA,MAMBOLO,ROBIS,B. Primary,BAPTIST MODEL PRIMARY SCHOOL  
NORTH WESTERN,KAMBIA,MAMBOLO,ROBIS,B. Primary,UMAR BIN ALKHATAB ISLAMIC PRIMARY SCHOOL
NORTH WESTERN,KAMBIA,MAMBOLO,ROBIS,B. Primary,CHURCH OF GOD PROPHECY PRIMARY SCHOOL  
NORTH WESTERN,KAMBIA,MAMBOLO,ROBIS,C. Junior Secondary,KING FAHAD ISLAMIC JUNIOR SECONDARY SCHOOL ROBIS MACOMIC
